Order,id,kanji_name,kanji_meaning,strokes,grade,newspaper_frequency,jlpt_level,jinmeiyo,twitter_frequency,aozora_frequency,wikipedia_frequency,news_frequency,sum,missing_column,# strokes bonus,TOTAL SCORE,top 100,,top 100 bonus,Not Jouyou Penalty
310,1829,保,preserve,9,5,61,1,0,373,574,192,150,1097,no,0,1097,,,0,0
311,1969,約,promise,9,4,32,3,0,364,684,327,51,1099,no,0,1099,,,0,0
312,1237,送,send,9,3,187,4,0,318,488,76,299,1105,no,0,1105,,,0,0
313,589,午,noon,4,2,364,5,1,689,776,1264,113,1578,no,472,1106,1,,10000,0
314,761,産,give birth,11,4,323,3,0,448,465,248,196,1109,no,0,1109,,,0,0
315,1749,父,father,4,2,598,5,1,628,147,532,809,1584,no,472,1112,1,,10000,0
316,1587,難,difficult,18,6,103,3,0,416,371,735,325,1112,no,0,1112,,,0,0
317,526,件,affair,6,5,377,3,0,399,512,314,206,1117,no,0,1117,,,0,0
318,1753,府,urban prefecture,8,4,80,2,0,187,791,287,140,1118,no,0,1118,,,0,0
319,63,院,institution,10,3,500,4,0,366,576,222,177,1119,no,0,1119,,,0,0
320,489,計,measure,9,2,371,4,0,515,441,281,172,1128,no,0,1128,,,0,0
321,1704,飛,fly,9,4,612,3,0,402,255,574,478,1135,no,0,1135,,,0,0
322,1128,政,politics,9,5,216,3,0,701,357,163,82,1140,no,0,1140,,,0,0
323,225,格,status,10,5,447,3,0,354,451,348,335,1140,no,0,1140,,,0,0
324,1174,説,theory,14,4,204,3,0,583,203,240,356,1142,no,0,1142,,,0,0
325,296,館,public building,16,3,933,4,0,352,431,235,360,1143,no,0,1143,,,0,0
326,767,残,remainder,10,4,325,3,0,320,318,595,506,1144,no,0,1144,,,0,0
327,149,花,flower,7,1,983,4,0,309,198,421,639,1146,no,0,1146,,,0,0
328,757,参,participate,8,4,321,3,0,377,491,180,282,1150,no,0,1150,,,0,0
329,1828,歩,walk,8,2,562,4,0,312,160,691,678,1150,no,0,1150,,,0,0
330,1203,選,choose,15,4,210,3,0,243,869,64,44,1156,no,0,1156,,,0,0
331,1847,放,release,8,3,53,3,0,382,445,89,333,1160,no,0,1160,,,0,0
332,638,降,descend,10,6,833,3,0,222,466,397,473,1161,no,0,1161,,,0,0
333,1723,必,without fail,5,4,93,3,0,445,274,436,444,1163,no,0,1163,,,0,0
334,119,応,respond,7,5,466,1,0,229,623,440,314,1166,no,0,1166,,,0,0
335,1628,配,distribute,10,3,115,3,0,432,392,365,344,1168,no,0,1168,,,0,0
336,1812,米,rice,6,2,65,3,0,574,550,432,47,1171,no,0,1171,,,0,0
337,2008,容,contain,10,5,22,3,0,564,434,407,175,1173,no,0,1173,,,0,0
338,987,消,extinguish,10,3,259,3,0,386,418,560,369,1173,no,0,1173,,,0,0
339,138,音,sound,9,1,470,4,0,286,156,190,733,1175,no,0,1175,,,0,0
340,1069,深,deep,11,3,240,3,0,460,263,688,452,1175,no,0,1175,,,0,0
341,1489,転,revolve,11,3,152,4,0,299,639,202,240,1178,no,0,1178,,,0,0
342,170,歌,song,14,2,980,4,0,276,275,237,640,1191,no,0,1191,,,0,0
343,86,影,shadow,15,10,459,1,0,560,399,369,232,1191,no,0,1191,,,0,0
344,778,四,four,5,1,315,5,1,497,85,419,610,1192,no,0,1192,1,,10000,0
345,1771,武,military,8,5,70,2,0,413,348,288,440,1201,no,0,1201,,,0,0
346,1026,城,castle,9,6,752,2,0,310,513,259,379,1202,no,0,1202,,,0,0
347,880,首,neck,9,2,275,3,0,687,397,585,118,1202,no,0,1202,,,0,0
348,1601,認,recognize,14,6,108,3,0,452,603,332,148,1203,no,0,1203,,,0,0
349,1492,伝,transmit,6,4,154,3,0,458,329,331,427,1214,no,0,1214,,,0,0
350,2074,料,fee,10,4,20,4,0,330,521,377,366,1217,no,0,1217,,,0,0
351,1138,勢,power,13,5,226,2,0,561,386,625,274,1221,no,0,1221,,,0,0
352,1513,投,throw,7,3,129,3,0,425,642,343,161,1228,no,0,1228,,,0,0
353,425,橋,bridge,16,3,896,2,0,260,544,302,425,1229,no,0,1229,,,0,0
354,749,殺,kill,10,4,812,3,0,555,323,511,354,1232,no,0,1232,,,0,0
355,921,住,dwelling,7,3,272,4,0,527,437,413,275,1239,no,0,1239,,,0,0
356,2124,路,road,13,3,505,3,0,429,356,217,455,1240,no,0,1240,,,0,0
357,842,失,lose,5,4,294,3,0,521,347,636,374,1242,no,0,1242,,,0,0
358,2129,郎,son,9,10,508,1,0,528,100,229,622,1250,no,0,1250,,,0,0
359,1394,注,pour,8,3,157,4,0,360,443,208,448,1251,no,0,1251,,,0,0
360,1358,団,group,6,5,171,2,0,431,624,214,202,1257,no,0,1257,,,0,0
361,395,居,reside,8,5,910,3,0,390,56,703,816,1262,no,0,1262,,,0,0
362,486,係,person in charge,9,3,397,3,0,468,497,466,298,1263,no,0,1263,,,0,0
363,724,歳,year-end,13,10,340,3,0,379,619,492,265,1263,no,0,1263,,,0,0
364,2139,論,theory,15,6,4,3,0,681,172,183,421,1274,no,0,1274,,,0,0
365,673,黒,black,11,2,838,4,0,358,302,508,615,1275,no,0,1275,,,0,0
366,482,形,shape,7,2,388,3,0,576,162,177,547,1285,no,0,1285,,,0,0
367,366,客,guest,9,3,919,3,0,543,360,529,385,1288,no,0,1288,,,0,0
368,1673,判,judge,7,5,83,3,0,793,349,396,147,1289,no,0,1289,,,0,0
369,577,故,circumstances,9,5,865,1,0,575,377,783,340,1292,no,0,1292,,,0,0
370,1960,門,gates,8,2,36,2,0,547,189,304,562,1298,no,0,1298,,,0,0
371,2072,両,both,6,3,19,3,0,697,335,338,267,1299,no,0,1299,,,0,0
372,951,準,standard,13,5,266,2,0,616,378,490,310,1304,no,0,1304,,,0,0
373,1974,由,reason,5,3,29,3,0,533,282,299,491,1306,no,0,1306,,,0,0
374,885,種,kind,14,4,281,3,0,618,289,285,401,1308,no,0,1308,,,0,0
375,362,吉,good luck,6,10,917,1,0,510,208,351,597,1315,no,0,1315,,,0,0
376,1758,負,lose,9,3,69,3,0,337,614,763,376,1327,no,0,1327,,,0,0
377,662,号,number,5,3,836,3,0,518,484,73,328,1330,no,0,1330,,,0,0
378,403,御,honorable,12,10,1364,3,0,501,61,541,772,1334,no,0,1334,,,0,0
379,1938,命,fate,8,3,41,3,0,594,220,311,524,1338,no,0,1338,,,0,0
380,1438,追,follow,9,3,144,3,0,478,421,477,441,1340,no,0,1340,,,0,0
381,2136,六,six,4,1,3,5,1,755,152,737,906,1813,no,472,1341,1,,10000,0
382,1968,役,service,7,3,39,3,0,595,393,236,355,1343,no,0,1343,,,0,0
383,393,去,leave,5,3,411,4,0,580,374,409,390,1344,no,0,1344,,,0,0
384,411,供,offer,8,6,408,3,0,603,254,555,493,1350,no,0,1350,,,0,0
385,1361,断,cut off,11,5,166,3,0,589,449,613,312,1350,no,0,1350,,,0,0
386,1834,母,mother,5,2,565,5,1,490,134,528,729,1353,no,0,1353,,,0,0
387,437,極,poles,12,4,403,2,0,251,407,710,698,1356,no,0,1356,,,0,0
388,843,室,room,9,2,797,4,0,506,295,459,556,1357,no,0,1357,,,0,0
389,1232,走,run,7,2,694,4,0,336,474,476,553,1363,no,0,1363,,,0,0
390,229,覚,memorize,12,4,954,3,0,287,279,905,801,1367,no,0,1367,,,0,0
391,1801,兵,soldier,7,4,581,2,0,507,258,336,604,1369,no,0,1369,,,0,0
392,95,越,cross over,12,10,966,3,0,294,470,615,607,1371,no,0,1371,,,0,0
393,1331,沢,swamp,7,10,168,1,0,327,525,408,523,1375,no,0,1375,,,0,0
394,183,介,jammed in,4,10,986,2,0,602,646,515,605,1853,no,472,1381,1,,10000,0
395,1152,赤,red,7,1,717,4,0,387,322,544,679,1388,no,0,1388,,,0,0
396,1295,他,other,5,3,707,3,0,466,210,242,719,1395,no,0,1395,,,0,0
397,1279,速,fast,10,3,702,3,0,340,875,433,184,1399,no,0,1399,,,0,0
398,808,試,test,13,4,299,4,0,278,874,418,249,1401,no,0,1401,,,0,0
399,685,根,root,10,3,843,2,0,568,278,530,570,1416,no,0,1416,,,0,0
400,1997,与,give,3,10,25,3,0,1128,425,603,422,1975,no,553,1422,,,0,0
401,580,庫,warehouse,10,3,863,2,0,443,246,464,735,1424,no,0,1424,,,0,0
402,1360,段,steps,9,6,158,3,0,421,413,651,591,1425,no,0,1425,,,0,0
403,931,宿,inn,11,3,781,3,0,216,439,765,770,1425,no,0,1425,,,0,0
404,652,構,construct,14,5,350,3,0,389,588,364,453,1430,no,0,1430,,,0,0
405,1702,非,negative,8,5,90,3,0,496,341,640,600,1437,no,0,1437,,,0,0
406,1675,阪,heights,7,10,819,,1,82,1180,283,180,1442,no,0,1442,,,0,0
407,1024,状,form,7,5,233,3,0,545,580,375,317,1442,no,0,1442,,,0,0
408,852,写,copy,5,3,289,4,0,168,682,605,592,1442,no,0,1442,,,0,0
409,51,育,nurture,8,3,496,3,0,329,683,310,431,1443,no,0,1443,,,0,0
410,1321,態,condition,14,5,179,1,0,554,414,538,477,1445,no,0,1445,,,0,0
411,871,若,young,8,6,285,3,0,535,197,670,713,1445,no,0,1445,,,0,0
412,532,県,prefecture,9,3,382,2,0,13,1397,28,38,1448,no,0,1448,,,0,0
413,818,字,letter,6,1,302,4,0,544,206,322,700,1450,no,0,1450,,,0,0
414,2071,了,finish,2,10,536,2,0,397,940,514,704,2041,no,589,1452,1,,10000,0
415,106,園,garden,13,2,967,3,0,259,796,271,398,1453,no,0,1453,,,0,0
416,702,座,sit,10,6,824,3,0,428,307,390,720,1455,no,0,1455,,,0,0
417,303,丸,circle,3,2,934,2,0,536,593,639,880,2009,no,553,1456,,,0,0
418,1554,働,work,13,4,117,3,0,600,450,780,408,1458,no,0,1458,,,0,0
419,1570,突,stab,8,10,634,3,0,598,303,790,557,1458,no,0,1458,,,0,0
420,876,守,protect,6,3,282,3,0,508,426,542,525,1459,no,0,1459,,,0,0
421,965,助,help,7,3,252,3,0,601,247,536,614,1462,no,0,1462,,,0,0
422,705,再,again,6,5,338,2,0,581,670,320,212,1463,no,0,1463,,,0,0
423,612,江,inlet,6,10,846,1,0,464,415,355,585,1464,no,0,1464,,,0,0
424,1266,像,statue,14,5,695,2,0,361,480,156,630,1471,no,0,1471,,,0,0
425,1053,申,say,5,3,241,3,0,630,256,1076,589,1475,no,0,1475,,,0,0
426,840,七,seven,2,1,293,5,1,1018,169,767,879,2066,no,589,1477,1,,10000,0
427,2151,右,right (direction),5,1,957,5,1,691,301,630,487,1479,no,0,1479,,,0,0
428,1065,振,shake,10,10,747,1,0,578,368,757,535,1481,no,0,1481,,,0,0
429,189,改,reformation,7,4,440,2,0,653,568,277,261,1482,no,0,1482,,,0,0
430,733,崎,promontory,11,10,820,1,0,244,957,275,283,1484,no,0,1484,,,0,0
431,380,求,request,7,4,422,3,0,678,555,770,257,1490,no,0,1490,,,0,0
432,1176,絶,discontinue,12,5,722,3,0,153,419,831,921,1493,no,0,1493,,,0,0
433,151,価,value,8,5,474,1,0,492,711,673,291,1494,no,0,1494,,,0,0
434,1078,震,quake,15,10,750,2,0,375,1059,942,61,1495,no,0,1495,,,0,0
435,436,局,office,7,3,402,3,0,474,736,233,290,1500,no,0,1500,,,0,0
436,112,演,perform,14,5,465,3,0,462,660,147,380,1502,no,0,1502,,,0,0
437,908,習,learn,11,3,777,4,0,254,756,759,497,1507,no,0,1507,,,0,0
438,1191,船,boat,11,2,727,3,0,668,309,453,533,1510,no,0,1510,,,0,0
439,24,案,plan,10,4,486,1,0,654,589,618,270,1513,no,0,1513,,,0,0
440,693,左,left (direction),5,1,823,5,1,704,300,658,510,1514,no,0,1514,1,,10000,0
441,477,軍,army,9,4,396,2,0,876,339,145,300,1515,no,0,1515,,,0,0
442,109,遠,far,13,2,969,3,0,409,267,722,839,1515,no,0,1515,,,0,0
443,1616,波,wave,8,3,624,2,0,590,448,488,481,1519,no,0,1519,,,0,0
444,1876,望,hope,11,4,57,3,0,483,388,736,649,1520,no,0,1520,,,0,0
445,939,術,art,11,5,268,3,0,714,305,297,509,1528,no,0,1528,,,0,0
446,1364,談,discuss,15,3,160,3,0,703,464,755,362,1529,no,0,1529,,,0,0
447,1256,総,whole,14,5,186,2,0,391,902,253,239,1532,no,0,1532,,,0,0
448,954,処,dispose,5,6,754,3,0,767,201,572,564,1532,no,0,1532,,,0,0
449,155,科,section,9,2,979,3,0,541,458,181,534,1533,no,0,1533,,,0,0
450,1219,素,elementary,10,5,709,1,0,283,430,559,820,1533,no,0,1533,,,0,0
451,902,秋,autumn,9,2,790,4,0,450,505,531,582,1537,no,0,1537,,,0,0
452,1267,増,increase,14,5,188,3,0,463,855,591,220,1538,no,0,1538,,,0,0
453,354,義,righteousness,13,5,418,1,0,774,213,265,552,1539,no,0,1539,,,0,0
454,1915,末,end,5,4,49,3,0,549,563,617,430,1542,no,0,1542,,,0,0
455,199,階,floor of a building,12,3,950,2,0,539,396,682,612,1547,no,0,1547,,,0,0
456,1932,務,duty,11,5,46,3,0,671,743,207,134,1548,no,0,1548,,,0,0
457,1049,職,employment,18,5,234,3,0,562,671,460,315,1548,no,0,1548,,,0,0
458,1918,満,full,12,4,556,3,0,417,518,646,613,1548,no,0,1548,,,0,0
459,1280,側,side,11,4,191,3,0,818,479,454,256,1553,no,0,1553,,,0,0
460,849,質,quality,15,5,295,4,0,700,353,534,500,1553,no,0,1553,,,0,0
461,883,酒,alcoholic drink,10,3,1303,3,0,395,346,947,813,1554,no,0,1554,,,0,0
462,438,玉,ball,5,1,900,2,0,277,616,568,665,1558,no,0,1558,1,,10000,0
463,621,幸,happiness,8,3,853,3,0,269,394,677,900,1563,no,0,1563,,,0,0
464,473,君,you,7,3,892,3,0,322,94,853,1151,1567,no,0,1567,,,0,0
465,941,春,springtime,9,2,776,4,0,620,389,486,560,1569,no,0,1569,,,0,0
466,817,示,indicate,5,5,297,3,0,854,530,399,191,1575,no,0,1575,,,0,0
467,1061,津,haven,9,10,1177,1,0,420,769,372,387,1576,no,0,1576,,,0,0
468,1567,読,read,14,2,633,5,1,350,287,607,940,1577,no,0,1577,,,0,0
469,507,警,guard against,19,6,372,3,0,739,706,533,137,1582,no,0,1582,,,0,0
470,157,夏,summer,10,2,978,4,0,285,669,628,628,1582,no,0,1582,,,0,0
471,2054,離,detach,19,10,529,1,0,582,423,503,578,1583,no,0,1583,,,0,0
472,1283,族,tribe,11,3,193,4,0,503,591,358,492,1586,no,0,1586,,,0,0
473,1603,熱,heat,15,4,621,3,0,422,499,826,672,1593,no,0,1593,,,0,0
474,1403,丁,ward,2,3,1191,1,0,571,632,633,983,2186,no,589,1597,1,,10000,0
475,547,権,rights,15,6,380,3,0,751,701,221,151,1603,no,0,1603,,,0,0
476,694,佐,help,7,10,348,1,0,469,650,321,484,1603,no,0,1603,,,0,0
477,1448,低,low,7,4,146,2,0,308,764,750,531,1603,no,0,1603,,,0,0
478,699,差,distinction,10,4,336,3,0,534,590,576,480,1604,no,0,1604,,,0,0
479,458,苦,suffer,8,3,889,3,0,522,241,1133,845,1608,no,0,1608,,,0,0
480,1501,渡,transit,12,10,136,3,0,721,400,551,489,1610,no,0,1610,,,0,0
481,838,識,discriminating,19,5,292,3,0,690,333,795,596,1619,no,0,1619,,,0,0
482,1819,辺,environs,5,4,68,2,0,619,577,566,428,1624,no,0,1624,,,0,0
483,333,寄,approach,11,5,927,3,0,649,334,799,641,1624,no,0,1624,,,0,0
484,579,個,individual,10,5,368,2,0,406,665,587,554,1625,no,0,1625,,,0,0
485,1074,寝,lie down,13,10,1262,3,0,46,345,1461,1234,1625,no,0,1625,,,0,0
486,88,衛,defense,16,5,462,1,0,869,387,424,371,1627,no,0,1627,,,0,0
487,896,州,state,6,3,278,2,0,758,641,154,231,1630,no,0,1630,,,0,0
488,66,飲,drink,12,3,1000,4,0,164,572,1254,895,1631,no,0,1631,,,0,0
489,819,寺,Buddhist temple,6,2,801,2,0,473,404,347,755,1632,no,0,1632,,,0,0
490,376,休,rest,6,1,922,5,1,115,790,817,727,1632,no,0,1632,,,0,0
491,1991,遊,play,12,3,543,3,0,191,440,854,1002,1633,no,0,1633,,,0,0
492,1369,値,value,10,6,668,3,0,479,838,841,324,1641,no,0,1641,,,0,0
493,619,更,grow late,7,10,845,3,0,453,538,411,655,1646,no,0,1646,,,0,0
494,1149,夕,evening,3,1,546,4,0,587,507,1110,1109,2203,no,553,1650,1,,10000,0
495,82,映,reflect,9,6,460,4,0,408,777,159,465,1650,no,0,1650,,,0,0
496,1699,彼,he,8,10,608,3,0,332,21,394,1301,1654,no,0,1654,,,0,0
497,1442,痛,pain,12,6,652,3,0,155,586,1403,913,1654,no,0,1654,,,0,0
498,1598,任,responsibility,6,5,107,3,0,666,727,313,269,1662,no,0,1662,,,0,0
499,1466,程,extent,12,5,657,3,0,695,326,564,642,1663,no,0,1663,,,0,0
500,1289,存,suppose,6,6,705,3,0,629,328,197,707,1664,no,0,1664,,,0,0
501,554,験,test,18,4,384,4,0,498,668,590,503,1669,no,0,1669,,,0,0
502,1144,静,quiet,14,4,737,3,0,441,471,694,763,1675,no,0,1675,,,0,0
503,388,球,sphere,11,3,423,3,0,351,1134,256,193,1678,no,0,1678,,,0,0
504,803,視,look at,11,6,298,1,0,624,673,644,382,1679,no,0,1679,,,0,0
505,1311,退,retreat,9,5,177,3,0,656,661,444,363,1680,no,0,1680,,,0,0
506,1818,片,one-sided,4,6,1096,2,0,732,369,933,1056,2157,no,472,1685,,,0,0
507,1763,富,rich,12,5,594,3,0,489,677,474,520,1686,no,0,1686,,,0,0
508,1617,派,sect,9,6,114,1,0,814,540,527,338,1692,no,0,1692,,,0,0
509,1906,毎,every,6,2,48,5,1,268,551,674,875,1694,no,0,1694,,,0,0
510,717,細,thin,11,2,814,2,0,688,352,596,656,1696,no,0,1696,,,0,0
511,1534,登,climb,12,3,642,3,0,551,723,260,423,1697,no,0,1697,,,0,0
512,899,周,circumference,8,4,785,2,0,456,742,449,499,1697,no,0,1697,,,0,0
513,1717,備,provide,12,5,91,3,0,516,861,289,330,1707,no,0,1707,,,0,0
514,1343,誰,who (question word),15,10,1711,,1,124,253,1255,1331,1708,no,0,1708,,,0,0
515,311,願,request,19,4,938,3,0,146,643,936,926,1715,no,0,1715,,,0,0
516,1663,抜,slip out,7,10,599,3,0,438,552,847,726,1716,no,0,1716,,,0,0
517,799,師,expert,10,5,806,3,0,696,327,389,696,1719,no,0,1719,,,0,0
518,1072,森,forest,12,1,748,2,0,442,739,414,542,1723,no,0,1723,,,0,0
519,248,割,divide,12,6,455,3,0,493,817,705,415,1725,no,0,1725,,,0,0
520,381,究,research,7,3,424,4,0,599,617,319,511,1727,no,0,1727,,,0,0
521,961,緒,thong,14,10,755,3,0,125,594,1122,1013,1732,no,0,1732,,,0,0
522,81,英,England,8,4,461,4,0,553,754,298,437,1744,no,0,1744,,,0,0
523,1999,余,leave over,7,5,547,3,0,488,272,1093,990,1750,no,0,1750,,,0,0
524,1741,浜,seacoast,10,10,592,1,0,201,1040,422,514,1755,no,0,1755,,,0,0
525,350,技,skill,7,5,416,2,0,436,857,255,463,1756,no,0,1756,,,0,0
526,2068,旅,trip,10,3,535,4,0,484,454,556,819,1757,no,0,1757,,,0,0
527,1137,晴,clear up,12,2,1246,3,0,339,784,1043,634,1757,no,0,1757,,,0,0
528,2103,例,example,8,4,10,3,0,883,359,480,518,1760,no,0,1760,,,0,0
529,795,姿,figure,9,6,317,1,0,911,286,870,566,1763,no,0,1763,,,0,0
530,306,岩,boulder,8,2,936,2,0,614,618,485,539,1771,no,0,1771,,,0,0
531,801,紙,paper,10,2,802,4,0,845,262,798,666,1773,no,0,1773,,,0,0
532,750,察,guess,14,4,328,3,0,740,609,626,429,1778,no,0,1778,,,0,0
533,1155,席,seat,10,4,200,3,0,552,825,774,403,1780,no,0,1780,,,0,0
534,542,検,examine,12,5,379,1,0,538,1030,562,214,1782,no,0,1782,,,0,0
535,836,鹿,deer,11,10,795,1,1,502,654,652,626,1782,no,0,1782,,,0,0
536,1921,未,not yet,5,4,557,3,0,607,597,554,580,1784,no,0,1784,,,0,0
537,177,我,ego,7,6,985,1,0,423,216,1055,1146,1785,no,0,1785,,,0,0
538,1416,鳥,bird,11,2,1173,4,0,531,510,610,745,1786,no,0,1786,,,0,0
539,455,銀,silver,14,3,392,4,0,715,596,552,485,1796,no,0,1796,,,0,0
540,1891,僕,me,14,10,1078,1,0,324,121,1378,1351,1796,no,0,1796,,,0,0
541,1329,宅,home,6,6,167,3,0,435,916,877,446,1797,no,0,1797,,,0,0
542,1780,復,again,12,5,73,2,0,597,882,398,322,1801,no,0,1801,,,0,0
543,400,許,permit,11,5,908,3,0,540,527,833,736,1803,no,0,1803,,,0,0
544,1347,単,simple,9,4,679,3,0,426,562,457,826,1814,no,0,1814,,,0,0
545,210,害,harm,10,4,445,3,0,746,891,504,188,1825,no,0,1825,,,0,0
546,34,為,do,9,10,994,1,0,745,447,720,633,1825,no,0,1825,,,0,0
547,1001,焼,bake,12,4,766,2,0,253,694,1035,878,1825,no,0,1825,,,0,0
548,696,査,investigate,9,5,337,2,0,634,1058,481,141,1833,no,0,1833,,,0,0
549,265,官,government official,8,4,435,3,0,1057,533,362,244,1834,no,0,1834,,,0,0
550,1863,亡,deceased,3,6,571,3,0,1192,829,775,370,2391,no,553,1838,,,0,0
551,1023,条,clause,7,5,232,1,0,500,713,404,632,1845,no,0,1845,,,0,0
552,1777,服,clothes,8,3,588,4,0,433,500,865,914,1847,no,0,1847,,,0,0
553,824,児,child,7,4,800,2,0,718,725,599,413,1856,no,0,1856,,,0,0
554,714,済,settle,11,6,341,3,0,821,680,482,361,1862,no,0,1862,,,0,0
555,656,興,entertain,16,5,897,1,0,694,545,635,624,1863,no,0,1863,,,0,0
556,786,志,intention,7,5,807,1,0,756,468,543,643,1867,no,0,1867,,,0,0
557,894,収,take in,4,6,277,3,0,813,1145,318,383,2341,no,472,1869,,,0,0
558,1480,鉄,iron,13,3,664,2,0,471,746,132,658,1875,no,0,1875,,,0,0
559,993,商,sell,11,3,255,3,0,665,640,456,572,1877,no,0,1877,,,0,0
560,763,散,scatter,12,4,808,3,0,404,583,923,894,1881,no,0,1881,,,0,0
561,1536,等,class,12,3,641,3,0,776,158,167,953,1887,no,0,1887,,,0,0
562,355,疑,doubt,14,6,417,3,0,1123,585,1025,179,1887,no,0,1887,,,0,0
563,632,香,incense,9,10,835,2,0,548,793,539,548,1889,no,0,1889,,,0,0
564,1312,帯,sash,10,4,687,2,0,487,757,553,647,1891,no,0,1891,,,0,0
565,2078,量,quantity,12,4,7,2,0,565,880,484,447,1892,no,0,1892,,,0,0
566,1618,破,rend,10,5,625,3,0,743,587,672,563,1893,no,0,1893,,,0,0
567,1048,織,weave,18,5,742,1,0,736,752,642,409,1897,no,0,1897,,,0,0
568,1825,弁,valve,5,5,576,1,0,550,687,931,661,1898,no,0,1898,,,0,0
569,267,巻,scroll,9,6,945,2,0,659,403,417,837,1899,no,0,1899,,,0,0
570,2048,里,village,7,2,1030,,0,657,547,573,695,1899,no,0,1899,,,0,0
571,435,曲,musical composition,6,3,899,3,0,363,541,123,996,1900,no,0,1900,,,0,0
572,565,減,decrease,12,5,387,2,0,532,1038,893,331,1901,no,0,1901,,,0,0
573,498,軽,light,12,3,868,2,0,622,598,910,683,1903,no,0,1903,,,0,0
574,1934,夢,dream,13,5,559,3,0,370,402,885,1133,1905,no,0,1905,,,0,0
575,1803,並,line-up,8,6,582,2,0,639,548,911,718,1905,no,0,1905,,,0,0
576,776,史,history,5,4,804,2,0,881,432,200,594,1907,no,0,1907,,,0,0
577,1952,毛,hair,4,2,1049,2,0,459,608,909,1312,2379,no,472,1907,,,0,0
578,93,駅,station,14,3,965,4,0,30,1307,61,573,1910,no,0,1910,,,0,0
579,1773,舞,dance,15,10,585,3,0,674,475,606,761,1910,no,0,1910,,,0,0
580,1592,肉,meat,6,2,620,4,0,313,534,1034,1064,1911,no,0,1911,,,0,0
581,531,研,sharpen,9,3,381,4,0,803,644,286,466,1913,no,0,1913,,,0,0
582,2127,労,labour,7,4,2,3,0,889,556,814,468,1913,no,0,1913,,,0,0
583,153,河,river,8,5,981,2,0,771,503,374,646,1920,no,0,1920,,,0,0
584,71,羽,feather,6,2,959,2,0,586,635,739,699,1920,no,0,1920,,,0,0
585,904,修,discipline,10,5,788,1,0,494,780,391,650,1924,no,0,1924,,,0,0
586,195,皆,all,9,10,1453,3,0,376,273,1383,1277,1926,no,0,1926,,,0,0
587,909,週,week,11,2,778,4,0,140,1334,657,460,1934,no,0,1934,,,0,0
588,680,頃,times,11,10,2370,,1,446,248,719,1242,1936,no,0,1936,,,0,0
589,1624,杯,counter for cupfuls,8,10,1145,3,0,563,893,1039,483,1939,no,0,1939,,,0,0
590,242,掛,hang,11,10,1458,3,0,804,412,999,724,1940,no,0,1940,,,0,0
591,398,挙,raise,10,4,406,1,0,728,876,498,337,1941,no,0,1941,,,0,0
592,1091,図,diagram,7,2,738,4,0,849,316,400,778,1943,no,0,1943,,,0,0
593,140,温,warm,12,3,977,2,0,394,847,732,702,1943,no,0,1943,,,0,0
594,1236,草,grass,9,1,691,3,0,610,260,766,1077,1947,no,0,1947,,,0,0
595,39,移,shift,11,5,491,2,0,782,761,328,406,1949,no,0,1949,,,0,0
596,1135,盛,prosper,11,6,733,1,0,477,738,886,739,1954,no,0,1954,,,0,0
597,1371,致,(to) do,10,10,670,1,0,667,658,1112,629,1954,no,0,1954,,,0,0
598,2035,頼,trust,16,10,525,3,0,526,486,94,943,1955,no,0,1955,,,0,0
599,1265,造,create,10,5,190,2,0,915,444,301,599,1958,no,0,1958,,,0,0
600,566,源,origin,13,6,883,1,0,947,633,627,378,1958,no,0,1958,,,0,0
601,1764,普,universal,12,10,596,2,0,347,801,782,811,1959,no,0,1959,,,0,0
602,1021,丈,length,3,10,1288,,0,274,745,1540,1494,2513,no,553,1960,,,0,0
603,263,完,perfect,7,4,946,3,0,359,934,557,669,1962,no,0,1962,,,0,0
604,345,器,container,15,4,932,1,0,713,651,410,603,1967,no,0,1967,,,0,0
605,514,撃,beat,15,10,373,1,0,646,931,342,394,1971,no,0,1971,,,0,0
606,1141,精,refined,14,5,734,3,0,711,424,752,842,1977,no,0,1977,,,0,0
607,332,基,foundation,11,5,427,1,0,705,951,274,329,1985,no,0,1985,,,0,0
608,1129,星,star,9,2,731,2,0,631,719,333,637,1987,no,0,1987,,,0,0
609,1535,答,answer,12,2,132,4,0,892,436,1103,659,1987,no,0,1987,,,0,0
610,121,押,push,8,10,972,3,0,766,472,1115,753,1991,no,0,1991,,,0,0
611,1648,博,Dr.,12,4,616,1,0,754,536,495,703,1993,no,0,1993,,,0,0
612,1006,証,evidence,12,5,261,1,0,902,652,667,442,1996,no,0,1996,,,0,0
613,1134,清,pure,11,4,732,2,0,727,496,505,781,2004,no,0,2004,,,0,0
614,1517,逃,escape,9,10,637,3,0,710,531,1075,765,2006,no,0,2006,,,0,0
615,417,恐,fear,10,10,904,3,0,853,321,1108,833,2007,no,0,2007,,,0,0
616,1580,奈,what,8,10,636,1,1,185,1255,455,569,2009,no,0,2009,,,0,0
617,336,喜,rejoice,12,4,931,3,0,685,532,862,795,2012,no,0,2012,,,0,0
618,384,級,rank,9,3,925,1,0,530,925,406,558,2013,no,0,2013,,,0,0
619,497,景,scenery,12,4,389,3,0,823,573,806,617,2013,no,0,2013,,,0,0
620,515,激,violent,16,6,872,1,0,592,851,966,581,2024,no,0,2024,,,0,0
621,389,給,salary,12,4,912,3,0,645,690,825,692,2027,no,0,2027,,,0,0
622,986,将,leader,10,6,761,2,0,840,508,516,681,2029,no,0,2029,,,0,0
